,place_name,place_id,categories,number,rating,address,lat,lng,photos
199,Truman Little White House,ChIJ07mHpu620YgRbgDHlwwx3zQ,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",1806.0,4.6,"111 Front St, Key West, FL 33040, United States",24.5562608,-81.8069017,"[{'height': 666, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102918162944324157071"">Truman Little White House</a>'], 'photo_reference': 'CmRaAAAAy_HJtvY0Ts83m-Sz5RLR1V_K97dKm2_xSUl03pzkXxqB1sjzTFzvDR0oOjSVxadz5CUWMXd6abb7YRC9BOQGkch7AsKlEn0yFMMcpVaqQLPzndx0qnePTci5xhYbcJucEhCcARl-wUe4s0KdldfJl7cUGhTRZcGwVlO7bHMtU5ZXJl6SS6jQMg', 'width': 1000}]"
540,Wooten's Everglades Airboat Tours,ChIJUQmHObRE2ogR0V4GCrqGsBo,"['travel_agency', 'point_of_interest', 'establishment']",1768.0,4.6,"32330 Tamiami Trail E, Ochopee, FL 34141, United States",25.9007708,-81.33579189999998,"[{'height': 1334, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100702658329030343944"">Wooten&#39;s Everglades Airboat Tour</a>'], 'photo_reference': 'CmRaAAAAmcIhDF_1g1i1oI_DkP1i4zbalvnzS4wrcOO5mZ9gru8lmZGlaFlWf2O4mEbvX4XCn1FyTQZVdKOdtHJnTfTphtXBx_cAf1tFVs1jmqFGQV5lNoKQoDFgVUbYo9iLscs4EhCileEVX81jVxLyYmlcUAINGhS6Kg5Q2234ZDi_GcHL-r0GQi6BNw', 'width': 2000}]"
644,Toy Story Mania!,ChIJRaCxCv1-3YgRCANcqTgT5A0,"['amusement_park', 'point_of_interest', 'establishment']",1757.0,4.7,"351 S Studio Dr N, Orlando, FL 32830, United States",28.3563415,-81.56191729999998,"[{'height': 3672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116493122663165233067"">Douglas Lattman</a>'], 'photo_reference': 'CmRaAAAACP8nOJb7U7ZXbff3ip-X1vUL2dcpZz1rOGhPLYyMhxtQUizJFaV_T-ujfJyoV_INGHqchZ3qCQohJd5gk36vPht6JHnW48j_eglNTTW1int2QkD6DEz84QDxAZw3fjl3EhAAV3xn-Nc9zNAlXMVrLvOvGhQ3wjJ12yd6-AzHTlLXhmc8Ni9arQ', 'width': 4896}]"
391,Germany Pavilion,ChIJ4fIPRKZ_3YgR1_lHus8rkpU,"['point_of_interest', 'establishment']",1746.0,4.7,"200 Epcot Center Dr, Orlando, FL 32836, United States",28.368228600000002,-81.54709090000001,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110581268687747605907"">Richard Wiley</a>'], 'photo_reference': 'CmRaAAAAzztvlOVPcMJAY6vMF8S0ZqoazeG2ZEGYfwUP3d87_Zhk1coLLN84tteLyO79yZizOyazI8Y2YJeM9oPUx1TpB17dxP4jzEJn6_mmyWhBzdXpTc3l-zI4CsANIYv4y6iMEhArKVr4WKjcL9wmQtvnQ3VZGhRf4Z1AFMKEDhrWilUzRT26uchE2Q', 'width': 6000}]"
592,Magical Midway Thrill Park,ChIJlYTVbf5-54gRZ2fpbwB16Bw,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",1746.0,4.2,"7001 International Dr, Orlando, FL 32819, United States",28.456953000000002,-81.47011599999998,"[{'height': 329, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103699348588280797942"">Magical Midway</a>'], 'photo_reference': 'CmRaAAAAs1BuCgcahokPzG06-dIUcWFlAmIVszmH_PVhqgSYBJ9S5gc9NSttUKiIn1kx7n99olvYI6Wq5t3P7lTgP6WxKPk-shxMyWH3xIElEIocRKzgiWyI8JKgvYF7FlxGIDQeEhBJv2HaWDyRW5W_hwqTLRnFGhQOUt-uGimgFVD4XFW1nNG8ZNLrug', 'width': 495}]"
224,Marine Science Center,ChIJNe5dCLwp54gRoFcasy2QX_U,"['aquarium', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1677.0,4.7,"100 Lighthouse Dr, Ponce Inlet, FL 32127, United States",29.080971999999996,-80.926265,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102247286335135160460"">Lee Oliver Jr</a>'], 'photo_reference': 'CmRaAAAACz07LMa7hXVm2QtdSFdM6AY_EPXx1xxH8pPmmgxgAoQAHR16pU62t-cDyTYzS_wMJuVyii23Fa6u3Fa1T7G172xPYVRkjmrwyZw7Y1oMLpS0DffZuNW25DxiiH6JElVVEhAgYvCmLJs73gysb4cfPCWfGhTzro49yn3KGULRbbjKWFiFveNU2g', 'width': 4160}]"
701,The Catty Shack Ranch Wildlife Sanctuary,ChIJ8X8pQTGs5YgR_SUDOcmO9-c,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1626.0,4.8,"1860 Starratt Rd, Jacksonville, FL 32226, United States",30.4931757,-81.58747939999998,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108111143192748495952"">The Catty Shack Ranch Wildlife Sanctuary</a>'], 'photo_reference': 'CmRaAAAA5rGTcDrT4Y5FGKeLfQ7mBjujZ-YOgfhjNyhU0E1h56RjDEoYbG-nOyeHtCFRc1q0GOjrPdq-q3GDZDIeAFN-X9Bl8dA_H7cqNw_P2hAioq_8jxyZx56ixkcERQR2RhWWEhCXpJ2uoUul-N-aGjYUNAEwGhQ2aQBSXl9ArlpKPNTcIDr-xwBjLw', 'width': 1800}]"
497,Spaceship Earth,ChIJtfk2kq9_3YgRDV7cv6WLWsU,"['amusement_park', 'point_of_interest', 'establishment']",1583.0,4.6,"200 Epcot Center Dr, Orlando, FL 32830, United States",28.375290399999997,-81.549396,"[{'height': 3610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114483689162236439258"">Lee Bennett</a>'], 'photo_reference': 'CmRaAAAAdVv7I0lMCRocoZlM-Aoo5-aLEVOTT06V_GbQGjKAMcPaXRlZUYpbWM2BXGIsB4hJrqGmky17gKiqCgzFO3RpUFhqUYR8ukdQ-121xMvH6wJRC9yAkPTg0yIHuF9JFpwFEhBlAT4nNppd8gbtCylgIKyQGhSy0Ys5Wq-jEyw2bWoH1Qwe0OCsfw', 'width': 5415}]"
699,Big Cat Rescue,ChIJx7FPj4XqwogRUj1fCsqijAw,"['point_of_interest', 'establishment']",1546.0,4.7,"12802 Easy St, Tampa, FL 33625, United States",28.060323399999998,-82.5715577,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109837697480556025464"">Big Cat Rescue</a>'], 'photo_reference': 'CmRaAAAA8GTN9V6zT0IqoPP3q3G6PXVgEK7MEbP8Mns1MlQxEp9kpgG2ABZch-ya0qQoW4nfnmogJvvKphX7tBZ9iLlG8ylp7g5jXL1pQKTZq41GeDkOKbzZy3BrMlRr8Qw5NbWKEhDiC2PhzN1se8ULN5IW46xDGhROjexbvIozMooOIIldUdnPW7iPMw', 'width': 1080}]"
321,BILLIE SWAMP SAFARI,ChIJ84SiFvXF24gR8U7d7MRn9LI,"['tourist_attraction', 'zoo', 'park', 'point_of_interest', 'establishment']",1536.0,4.6,"30000 Gator Tail Trl., Clewiston, FL 33440, United States",26.330307,-81.055026,"[{'height': 378, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112618907536721917248"">BILLIE SWAMP SAFARI</a>'], 'photo_reference': 'CmRaAAAA7x-_KDIrQDbT9AMLI3yajygEQkdDxmrDwtcE06SOszH2SICLKcM7cvmLZucSfwqHXfkNbgNEHA9WBEGRHCxvFUEleY66kFobb7JvUFQTRED_f9qD8HrDTJoaJMHYmgVSEhA69nvU1ftxCox9Czn6bdwCGhQjf4cjZnX5I8Kt97mz46lNnmUZ7g', 'width': 618}]"
414,Muppet Vision 3D,ChIJBzO7nwJ_3YgRAyKIdQY2ejI,"['point_of_interest', 'establishment']",1536.0,4.5,"Muppets Courtyard, Reunion, FL 34747, United States",28.355096000000003,-81.559502,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100919750527682183713"">Aurelio Zuniga</a>'], 'photo_reference': 'CmRaAAAAHRcI7oogdXGOlnXosRL5iRT0xHTPcfoi_8_7-poAZUn_ZouWuvAqRtwWMFdjg3nPUIO3IjOD5RfqlGGe4nxE5sq93rPtd68DGvYmBn1cJPKDHjLqPwTKpZDD-Rt2jkUZEhClt5rDk_rrJZq-4aSeaox6GhR-QGGjugXVNI5A5XFCvAoOvSRrRg', 'width': 5184}]"
327,Buzz Lightyear's Space Ranger Spin,ChIJZUpWLZ-A54gRSXZE8ElEfHk,"['tourist_attraction', 'shopping_mall', 'point_of_interest', 'establishment']",1534.0,4.5,"Magic Kingdom Park, Orlando, FL 32836, United States",28.418214000000003,-81.57946899999999,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105946014430901115276"">Sergio Armando Pedraza Díaz</a>'], 'photo_reference': 'CmRaAAAAqRu3P5yBaedFjW_DAN1j2M102L3lkJLxKLgQOJEsYD0218dnYX8QMFFJDVaMn4dReOvvVTUdl9JOgblO5-GYnMnzvJZRr96rF1TMpQUsvDEZkqirmjsJceS9tCTN6nL0EhC_Wl_jN4r9o6VywddNvJ8XGhS0Y3aaBg9UTLx1rYfrvXv7tFu0mA', 'width': 4096}]"
552,Congo River Golf,ChIJna6r9Z2B3YgRhQlqikfT6mY,"['tourist_attraction', 'point_of_interest', 'establishment']",1514.0,4.6,"4777 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.329073200000003,-81.471272,"[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111855178342291565932"">Kwesi Tarradath</a>'], 'photo_reference': 'CmRaAAAAWGeNxuPSJFF7fnqaw3H0NJuZQD2y_7P7O1NyLvA2rZmrcykyBvW8aYT7rR4XQoq2EdzkuMBnW8D9lCD1oPaflK2wlc-kQCVUcDE0vW-uPqb9xs_aQvC2YNGTL15JnZjIEhBt-xf_6P13OU65Ntb8_y7EGhQAnnpfXkz-4Yp4zZekmUveOZkdbQ', 'width': 3200}]"
691,Shipwreck Island Waterpark,ChIJJQ_ON8iOk4gRnpldaBwnAJk,"['amusement_park', 'point_of_interest', 'establishment']",1497.0,4.5,"12201 Hutchison Blvd, Panama City Beach, FL 32407, United States",30.193385,-85.82639220000002,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108537734887397913361"">A Google User</a>'], 'photo_reference': 'CmRaAAAA86g2bby-lpotOCA8_koh3lfT8X6bOpGyTpqcQdkg0c1Te5yqamhRQ4KxW6gkExq4GHp8iM2cUtbDY24SXq7jJlvG3q8MYOASQFY7rClVWwZhExp1RCAxnVSPibp0ZSRCEhA_kxJLQyDs7j2LUcsxwM__GhTo1GWc4qL8GWLmV1g4CKFmALjVPQ', 'width': 2048}]"
616,Rock 'n' Roller Coaster Starring Aerosmith,ChIJBYHKf_5-3YgRdJ2QzwG6JXY,"['amusement_park', 'point_of_interest', 'establishment']",1474.0,4.7,"351 S Studio Dr N, Orlando, FL 32830, United States",28.3594815,-81.5610081,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113781520686381990022"">Bruce Chang</a>'], 'photo_reference': 'CmRZAAAABqL1ELuIaDUUSz8h9nM5hQgdiLFUJhy0-GpcTMxkJvP1rxX5epAO-V2hK1AP3WlyBbcWC5bDWrdYtxSF5kGArGNxlrCr4vY9pTYSjSvlG1dd1krrT2X1A962dJDCUN4HEhAKYVkz82ezRB3zx86JwYbNGhSTohux2Ch5-DgdTWZZaiAoxtyLcg', 'width': 5312}]"
623,Sleuths Mystery Dinner Shows,ChIJWcw66fh-54gROJsVpNswviw,"['restaurant', 'food', 'point_of_interest', 'establishment']",1452.0,4.5,"8267 International Dr, Orlando, FL 32819, United States",28.445381800000003,-81.46785249999998,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109433458962388458664"">A Google User</a>'], 'photo_reference': 'CmRaAAAAdi_hoeBD_HvjFlN3EVRYHvw3feWQjJ2m-f7M6t8Vo9LiqSnV0UQqxQoJ9EFeEWbMhukpNhvudPbLvdkoLrmMyRNd7-cQbXx5zCSXmKSeDZyMHKXvEMOASqJaVgVrwrzJEhA1wC_M9GBwGqmP0zxKk-erGhSYQ3ntoSxEzEYmHascODEFBwJcYg', 'width': 6000}]"
533,Whetstone Chocolates Store and Tasting Tour,ChIJEUOcbusn5IgReuoho3Py_wM,"['food', 'point_of_interest', 'store', 'establishment']",1450.0,4.5,"139 King St, St. Augustine, FL 32084, United States",29.891202399999997,-81.3197848,"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116781304628756013305"">Whetstone Chocolates</a>'], 'photo_reference': 'CmRaAAAA4K__6kqw65h7dQOKu7ZvhPhD1GM_0OlJ8pK9qWoA4a1qdc8UXF6fPYIMSUL06K1upPeuJPGNiclSr9kLhVqIiddQOU4-xGm742XkqRiPxWonLuHckXcJCEvxWtO9AmHYEhALQGe_6TmL6wBAEavwBK6eGhSu2SF4wOti5pLy1lJKpJa0igpGjw', 'width': 2048}]"
633,Tallahassee Museum,ChIJT8lyCbL07IgR7bBS2PG4XQI,"['museum', 'tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",1441.0,4.7,"3945 Museum Rd, Tallahassee, FL 32310, United States",30.410486699999996,-84.3440373,"[{'height': 384, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100714280292035575935"">Tallahassee Museum</a>'], 'photo_reference': 'CmRaAAAA6l_Rdpf4x1P4pYov6dgddVyeiA3g0wmFqK-gRwCyvnnPCIH8eAU5AICdjf_2t6O53RacRimP9kkrVtQZvxN8C4SOEMUP1DK4Ck-YzdoldF_KFwxudtQ6VzDMUIhScGTyEhDM6AYesYuXO0FIRuntY7VuGhTxcdJt_qWYH3JfKqdMaRbMgGeDyA', 'width': 576}]"
213,Key West Lighthouse,ChIJuRKkAOi20YgR_QFzmDX3qKI,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1421.0,4.5,"938 Whitehead St, Key West, FL 33040, United States",24.5506211,-81.8008811,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111018093543316333896"">Cindy Lane</a>'], 'photo_reference': 'CmRaAAAAn95wIZw9avshyw_ugrusK1t-6K6ETpRmhzXs71RQC1u3GhhWn2sn1MM3SPMioxAJc6CMmHVZmcDPlU2vi53nvM7a4EQ5da9xFtd9GtyG1h54TQVfXCYYAz2ew6PJhk9REhCpjqJ3UVyDwNFNbS2p3y2GGhRyavsRoYTFcLtW_NBKQH2tPxP7hQ', 'width': 2988}]"
260,Potter's Wax Museum,ChIJL7Ium5Yn5IgRJB0LWSt10rg,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",1400.0,4.5,"31 Orange St, St. Augustine, FL 32084, United States",29.897551500000002,-81.31491190000001,"[{'height': 1374, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101650799038965999303"">Potter&#39;s Wax Museum</a>'], 'photo_reference': 'CmRaAAAAw6nGJELGOYlYWOO17H0bDedyccitD_WggLaMhm_Yz_g0kNkKrT763ZRUcW0eRPC0nIs_U-s_V82wW6whO7ZdLOdzt2L2mmdlINdbwiKMou3sj-XbfFNGBcTmDByjg4w4EhD2pr9eYeEb8OxLaR4ZMdRyGhQAKwEDXXPy_oEtKTNF04wiJUjj4Q', 'width': 2048}]"
21,Chihuly Collection,ChIJK6b43nXhwogRuJ7f4Z-pQ44,"['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1399.0,4.7,"720 Central Ave, St. Petersburg, FL 33701, United States",27.7710045,-82.6440133,"[{'height': 1162, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109678248959591836878"">Chihuly Collection .</a>'], 'photo_reference': 'CmRaAAAAFUvNLdDkJ5f4MWwhgJYsTWYG-is9gA3soaXyU8mDxRPW4AWbHtH4eB15aukX8dke-fGZ1C1XCSugMW3v0NFhTANOHboedLsjfIcNE3twxejpZMLDoYuadADvT3gU7C7iEhBI5jN60R4Wht8t61zVtOt2GhSUK3kILpoS6LgV338Bnqz9oCeXHQ', 'width': 2048}]"
443,MEN IN BLACK Alien Attack,ChIJw-_dy95-54gR8Odj8zbTKuE,"['tourist_attraction', 'point_of_interest', 'establishment']",1344.0,4.3,"6000 Universal Blvd, Orlando, FL 32819, United States",28.4809125,-81.4675412,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103518334795857474064"">Uwe Milte</a>'], 'photo_reference': 'CmRaAAAAd8Q0xjtfGzOWFXHwjgSDX98_Pdwtvo4Z9s4F8WBdpN14db_eaFXtItxmaUcByLAeHDUpzditgrXiQFPPsklw1VAZtPssYRBMslP8rfB-nZeNmfMbpWLgUwSCfb_MRh5wEhB9hgAxXFmmX_ivaGuGIR_tGhRetPDUXP0jcUZs_d170lRjFImOhA', 'width': 2048}]"
560,Disney's Fantasia Gardens Miniature Golf Course,ChIJ79biSROA3YgR12cSS8ZdYWo,"['point_of_interest', 'establishment']",1318.0,4.6,"1205 Epcot Resorts Blvd, Orlando, FL 32836, United States",28.3636897,-81.5601581,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113281675223657146847"">Rocky Huang</a>'], 'photo_reference': 'CmRaAAAAkjD50p12s5BjasRpwPSv2rdLIuxR9Ko4n6rN2StPuf6jwxyvrC2AI8Jcco4aIcqabbZR_XcI0L4p6TKfdYTUcIYAG45F2qUBASsRgfAw6KtA06IlBeK2r0dSLAi9JcNBEhAqTm2d7hP1dkYFhhGCavO0GhSH95msRj1k6iqZF_A_HHP1VZoBew', 'width': 4032}]"
595,Marineland Dolphin Adventure,ChIJVeERU8ad5ogR30gY4MORzrQ,"['aquarium', 'zoo', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1294.0,4.3,"9600 N Ocean Shore Blvd, St. Augustine, FL 32080, United States",29.669159999999998,-81.21295599999998,"[{'height': 2784, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115794923872307615463"">Stephanie Richards</a>'], 'photo_reference': 'CmRaAAAA8Kn96bW7DC8secSN9UykclktUxrEyGTcGsk0xNSwwuU6wWmqZCQc_5txxbZ2Icn5mYZqeItNCyQkuzFdRQ2uiN4S1PE8lCv7B43aB4JzFfcxk0Z92nhLAmXjZYtU5zKdEhBd1BtVZO9pUZvypnrLVKs_GhQMRbqzvPVsxE77V0OouwdC20Y7tw', 'width': 4176}]"
20,The Charles Hosmer Morse Museum of American Art,ChIJx4O9VBdw54gRcQ8akxK7nkc,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1274.0,4.8,"445 N Park Ave, Winter Park, FL 32789, United States",28.600852399999997,-81.3513483,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115289341475180924049"">蝴蝶轻</a>'], 'photo_reference': 'CmRaAAAAZPJqhoMb_uzpU2fOvmzx_tFyTE_p6OTJNRz7fQ7xX8LEtHdEacx2O7277HrUlu1SGOwd8sCp_NPCrUZl7_c6AVP0dgjvPX5U58aoo0P_fDNPhIl8XMHw0oOpCyJdGCBQEhAflQMvSRYkbx0qLgB9PeZNGhRRkcLLr24KUtFZKYFBoLpk-OwJuw', 'width': 4032}]"
471,Race City,ChIJ0Z0Ax82Ik4gRvI0IL_Iw37A,"['amusement_park', 'point_of_interest', 'establishment']",1273.0,4.1,"9523 Front Beach Rd, Panama City Beach, FL 32407, United States",30.1788997,-85.79409179999998,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116996272188131409035"">Ascension505</a>'], 'photo_reference': 'CmRaAAAAsjrNgSI_AshNqREGy9Bo6jIqaNjyUb71I8FvFpoLFzOV7PpDlUj2TDFtdtNnR20iXH94NkPTuIQrx6O2igiIy0n6PpJGLZ2WiRj3IVQbdVaOpvgnncBlQ9OIXIXatx00EhDjqz02Gwg7L-gFQxdMuLyaGhRh0_4QxxJlz0UlnHuK-ixWw745jA', 'width': 4048}]"
459,Ocean Reef Park,ChIJPVokr-vU2IgR9A-HEHRPbJU,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1241.0,4.6,"3860 N Ocean Dr, Riviera Beach, FL 33404, United States",26.794355,-80.034525,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112536257424145265242"">Marcello Coura</a>'], 'photo_reference': 'CmRZAAAAohAEakDuJzn6wIg63E9NMI7tpbksqQrvjdAGwrWRI0jAQ8XPxzV6swGcR36XTg9GzyeTT8FHmNNu4ama0oaLIiUNSSYbZa_MlxSfpw0LSqhQNvFFE_qVe_L3_FqrI6PXEhBm-6-3MTshihU43aAM-7uEGhQQC3xRKlBB2soP4x_MofG6eqV-uA', 'width': 4032}]"
98,Orlando Museum of Art,ChIJ7aIAgJd654gRjUN8WsPaaI4,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1239.0,4.5,"2416 N Mills Ave, Orlando, FL 32803, United States",28.572842100000003,-81.3655311,"[{'height': 1166, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112877162470322223236"">Orlando Museum of Art</a>'], 'photo_reference': 'CmRaAAAALqhkHMF7ZPtZU7PvzqbPoiQJlfVbwaXcYphWahh3r7yVNagQ13c94GIFhNiWtpm4m2PcTfx37RqaTekuw36cXBMMT4RkDhYpuaL1yOi-eFQMGIaXNtnzS9BFmsDclOe0EhDpRjZBMugHDBvL8oAJYa5zGhRoSv1iH_SJwfgsTtJfmpaNUp4S8A', 'width': 1746}]"
93,Norton Museum of Art,ChIJIZov-vXW2IgRL9M9Xy79wOI,"['museum', 'point_of_interest', 'establishment']",1223.0,4.7,"1450 S Dixie Hwy, West Palm Beach, FL 33401, United States",26.7006257,-80.053595,"[{'height': 5340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770151548151462549"">Norton Museum of Art</a>'], 'photo_reference': 'CmRaAAAASgf9N6_QF1Cd2LyCMS-iygNgkCIFZ_bNO7INRaGQzFEvc1Oi-KidwLJejYWanM8JU40GGry3Txc7_zZznzIkbtLjvmj_0v_j348OcexfGgnu15OdQApajvRM0p_hTfx8EhCRfRtpHzzeLmHHsQh60Z2AGhSorrOobINcMWKCOqPFlGcp2RdrQg', 'width': 12215}]"
341,Chocolate Kingdom - Parking on Hawaiian Court,ChIJUUt_Pjd-54gRAlWFGFyebEo,"['tourist_attraction', 'food', 'point_of_interest', 'store', 'establishment']",1208.0,4.5,"9901 Hawaiian Ct, Orlando, FL 32819, United States",28.4237485,-81.4623695,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109433282138747254068"">Denise Brown</a>'], 'photo_reference': 'CmRaAAAAUM0i54w47JcCNfcyQamsR64xV2M2WNr2nRRjzN7-dU0DTeejpYyG_0uB09WKo4Rqsrn4nZNmGM3ueMhc-CtWc7K3qCtbkMrserMthXdlkj_6z9KtnUql1pKr-z4w7BoeEhD9K6LkmDcm3WEd7dCBUexBGhThxLkGfqOA83mZn_FQgo6if3Wu4w', 'width': 3024}]"
388,Gainesville Raceway,ChIJp2qHGoSo6IgRZTbzC-wHLVE,"['point_of_interest', 'establishment']",1206.0,4.7,"11211 N County Road 225, Gainesville, FL 32609, United States",29.7581043,-82.2752474,"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113344085573670704588"">A Google User</a>'], 'photo_reference': 'CmRaAAAAKT_W33UMx45ZCB3ttryLWRRFEydhMHWCg_4vGt8cp81_QvEtLPwLCuUupryUftcfuWzLqJ1b_GKKVvxNnIhM6bTioLw8XPjwNzUEEXC216bGTKQFWKAxfvLTnvcX4isFEhCPLO9ODKf3ggi2zx4kyKOyGhSvKL7IfDaE9mAE9SVsKwkBELfgTg', 'width': 864}]"
693,Sun-N-Fun Lagoon,ChIJAUXKrm8c24gRZtee8Q9pnak,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",1195.0,4.4,"15000 Livingston Rd, Naples, FL 34109, United States",26.264280199999998,-81.7514667,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116720034731128715622"">Enrique Suárez</a>'], 'photo_reference': 'CmRaAAAAl1dJqx4mr8KdNAlPvxRFAgWXNoTM2JnumCHa3vGrHJAsU6OknGq62BvkFkUtgMcLOELFFzXdFKlWi2gRt1KlDXd2hcaIZ4T3ru0oe-cP5mLo0mZ8o1fP6O_Ago2SMTrNEhBRe118p7_z2GCva1WcZUSUGhSo6sWmStXzP3eu3XbljxjB_kMl_A', 'width': 4512}]"
663,Hillsborough River State Park,ChIJK9c_msi0wogR0wlFgcKCmvU,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1193.0,4.6,"15402 US-301 N, Thonotosassa, FL 33592, United States",28.1404915,-82.22746099999998,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106876444979342172794"">A Google User</a>'], 'photo_reference': 'CmRaAAAA5hjTUn8mZgcHMenJhsbUBXU1HcQRX4aU_Rk50fZymT8NqrKVEmupsZi4Fea1Oc0UUlLhuTQwaPAbVi_x4ch1OzzEhgDH0VvyZno0UUFaYzrv-hCIUm_3ZvlsU4kahyClEhB_UnFbYb2-I74s87SsizIiGhSfvpiKCqAjGh0YtPAQBKq5Ms8CuA', 'width': 4032}]"
694,Sun Splash Family Waterpark,ChIJAymZ6b9G24gRWnd1rbMDZlw,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",1187.0,4.2,"400 Santa Barbara Blvd, Cape Coral, FL 33991, United States",26.6403321,-81.9782594,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117549271298731291183"">Joel Clark</a>'], 'photo_reference': 'CmRaAAAA6Rpsh6YcCtzt10Z7np5eLqV_MQZbdFiJdrwmMyp4KIB2HV1g7TaDNoWt6mtfDHggWHFs5vVUlXuX4qN4XDN7kO8pkoZgPe7dM1ivu35KPNPNQfbOKpyp5kgj9N9fKHNiEhATao5YYtEDLLVSAsdR3G3HGhTKGZW1Jaoara35Q9lIw4p7KkKgmg', 'width': 3024}]"
664,Jungle Queen Riverboat,ChIJq81qhSUA2YgReR6zm924wNI,"['tourist_attraction', 'travel_agency', 'restaurant', 'food', 'point_of_interest', 'establishment']",1169.0,4.3,"801 Seabreeze Blvd, Fort Lauderdale, FL 33316, United States",26.111353899999997,-80.10601659999998,"[{'height': 2336, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106136577962954820072"">Yoav Rabinowitz</a>'], 'photo_reference': 'CmRaAAAA42h6rAkJFZbRU-TMHZHIjnE-4YUsw-WrFQ2ZwV1Dv_PyOwOQgHkTv3zDbIZl4DfQuE5qLiV1dVmMoHnwCP0l6VR869L6mPbAeHIfjBmWxJCmnCaY22YDRcudg9JnK8hNEhCCa4pWF0gnB9Jwl_rTq8uKGhQMwnWAYukaGoc6fGIiCtlZKNzjqA', 'width': 4160}]"
